DateTime,Day,Date,Time,load_kwh
2024-06-27 11:00:00,Thursday,27 Jun 2024,11:00,618.09
2024-06-27 12:00:00,Thursday,27 Jun 2024,12:00,580.72
2024-06-27 13:00:00,Thursday,27 Jun 2024,13:00,354.93
2024-06-27 14:00:00,Thursday,27 Jun 2024,14:00,962.4
2024-06-27 15:00:00,Thursday,27 Jun 2024,15:00,665.63
2024-06-27 16:00:00,Thursday,27 Jun 2024,16:00,714.06
2024-06-27 17:00:00,Thursday,27 Jun 2024,17:00,595.5
2024-06-29 12:00:00,Saturday,29 Jun 2024,12:00,626.39
2024-06-29 13:00:00,Saturday,29 Jun 2024,13:00,499.57
2024-06-29 14:00:00,Saturday,29 Jun 2024,14:00,608.67
2024-06-29 15:00:00,Saturday,29 Jun 2024,15:00,766.87
2024-06-29 18:00:00,Saturday,29 Jun 2024,18:00,506.82
2024-06-29 19:00:00,Saturday,29 Jun 2024,19:00,435.01
2024-06-29 20:00:00,Saturday,29 Jun 2024,20:00,616.2
2024-06-29 21:00:00,Saturday,29 Jun 2024,21:00,789.03
2024-06-30 19:00:00,Sunday,30 Jun 2024,19:00,875.16
2024-06-30 20:00:00,Sunday,30 Jun 2024,20:00,386.66
2024-06-30 21:00:00,Sunday,30 Jun 2024,21:00,329.54
2024-06-30 22:00:00,Sunday,30 Jun 2024,22:00,420.14
2024-06-30 23:00:00,Sunday,30 Jun 2024,23:00,348.13
2024-07-01 00:00:00,Monday,01 Jul 2024,00:00,346.31
2024-07-01 01:00:00,Monday,01 Jul 2024,01:00,321.72
2024-07-01 02:00:00,Monday,01 Jul 2024,02:00,323.86
2024-07-01 03:00:00,Monday,01 Jul 2024,03:00,723.96
2024-07-01 04:00:00,Monday,01 Jul 2024,04:00,319.84
2024-07-01 05:00:00,Monday,01 Jul 2024,05:00,325.22
2024-07-01 06:00:00,Monday,01 Jul 2024,06:00,318.93
2024-07-01 07:00:00,Monday,01 Jul 2024,07:00,319.57
2024-07-01 08:00:00,Monday,01 Jul 2024,08:00,331.72
2024-07-01 09:00:00,Monday,01 Jul 2024,09:00,342.74
2024-07-01 10:00:00,Monday,01 Jul 2024,10:00,516.54
2024-07-01 11:00:00,Monday,01 Jul 2024,11:00,424.37
2024-07-01 12:00:00,Monday,01 Jul 2024,12:00,768.71
2024-07-01 13:00:00,Monday,01 Jul 2024,13:00,501.06
2024-07-01 14:00:00,Monday,01 Jul 2024,14:00,562.49
2024-07-01 15:00:00,Monday,01 Jul 2024,15:00,677.0
2024-07-01 16:00:00,Monday,01 Jul 2024,16:00,640.9
2024-07-01 17:00:00,Monday,01 Jul 2024,17:00,485.51
2024-07-01 18:00:00,Monday,01 Jul 2024,18:00,334.19
2024-07-01 19:00:00,Monday,01 Jul 2024,19:00,324.45
2024-07-01 20:00:00,Monday,01 Jul 2024,20:00,316.75
2024-07-01 21:00:00,Monday,01 Jul 2024,21:00,322.39
2024-07-01 22:00:00,Monday,01 Jul 2024,22:00,325.16
2024-07-01 23:00:00,Monday,01 Jul 2024,23:00,330.39
2024-07-02 00:00:00,Tuesday,02 Jul 2024,00:00,326.19
2024-07-02 01:00:00,Tuesday,02 Jul 2024,01:00,326.78
2024-07-02 02:00:00,Tuesday,02 Jul 2024,02:00,324.15
2024-07-02 03:00:00,Tuesday,02 Jul 2024,03:00,726.79
2024-07-02 04:00:00,Tuesday,02 Jul 2024,04:00,324.39
2024-07-02 05:00:00,Tuesday,02 Jul 2024,05:00,318.31
2024-07-02 06:00:00,Tuesday,02 Jul 2024,06:00,236.23
2024-07-02 07:00:00,Tuesday,02 Jul 2024,07:00,319.64
2024-07-02 08:00:00,Tuesday,02 Jul 2024,08:00,445.51
2024-07-02 09:00:00,Tuesday,02 Jul 2024,09:00,468.28
2024-07-02 10:00:00,Tuesday,02 Jul 2024,10:00,548.05
2024-07-02 11:00:00,Tuesday,02 Jul 2024,11:00,472.69
2024-07-02 12:00:00,Tuesday,02 Jul 2024,12:00,729.88
2024-07-02 13:00:00,Tuesday,02 Jul 2024,13:00,361.84
2024-07-02 14:00:00,Tuesday,02 Jul 2024,14:00,328.41
2024-07-02 15:00:00,Tuesday,02 Jul 2024,15:00,416.22
2024-07-02 16:00:00,Tuesday,02 Jul 2024,16:00,567.24
2024-07-02 17:00:00,Tuesday,02 Jul 2024,17:00,504.92
2024-07-02 18:00:00,Tuesday,02 Jul 2024,18:00,509.41
2024-07-02 19:00:00,Tuesday,02 Jul 2024,19:00,319.01
2024-07-02 20:00:00,Tuesday,02 Jul 2024,20:00,326.12
2024-07-02 21:00:00,Tuesday,02 Jul 2024,21:00,325.53
2024-07-02 22:00:00,Tuesday,02 Jul 2024,22:00,330.31
2024-07-03 00:00:00,Wednesday,03 Jul 2024,00:00,323.09
2024-07-03 01:00:00,Wednesday,03 Jul 2024,01:00,321.81
2024-07-03 02:00:00,Wednesday,03 Jul 2024,02:00,323.06
2024-07-03 03:00:00,Wednesday,03 Jul 2024,03:00,722.15
2024-07-03 04:00:00,Wednesday,03 Jul 2024,04:00,313.84
2024-07-03 05:00:00,Wednesday,03 Jul 2024,05:00,321.95
2024-07-03 06:00:00,Wednesday,03 Jul 2024,06:00,326.9
2024-07-03 07:00:00,Wednesday,03 Jul 2024,07:00,403.49
2024-07-03 08:00:00,Wednesday,03 Jul 2024,08:00,619.32
2024-07-03 10:00:00,Wednesday,03 Jul 2024,10:00,358.06
2024-07-03 11:00:00,Wednesday,03 Jul 2024,11:00,436.01
2024-07-03 12:00:00,Wednesday,03 Jul 2024,12:00,724.3
2024-07-03 13:00:00,Wednesday,03 Jul 2024,13:00,335.79
2024-07-03 14:00:00,Wednesday,03 Jul 2024,14:00,455.04
2024-07-03 15:00:00,Wednesday,03 Jul 2024,15:00,605.96
2024-07-03 16:00:00,Wednesday,03 Jul 2024,16:00,577.24
2024-07-03 17:00:00,Wednesday,03 Jul 2024,17:00,330.89
2024-07-03 18:00:00,Wednesday,03 Jul 2024,18:00,351.36
2024-07-03 19:00:00,Wednesday,03 Jul 2024,19:00,346.99
2024-07-03 20:00:00,Wednesday,03 Jul 2024,20:00,324.89
2024-07-03 21:00:00,Wednesday,03 Jul 2024,21:00,321.78
2024-07-03 22:00:00,Wednesday,03 Jul 2024,22:00,320.27
2024-07-03 23:00:00,Wednesday,03 Jul 2024,23:00,331.26
2024-07-04 00:00:00,Thursday,04 Jul 2024,00:00,325.48
2024-07-04 01:00:00,Thursday,04 Jul 2024,01:00,330.74
2024-07-04 02:00:00,Thursday,04 Jul 2024,02:00,329.08
2024-07-04 03:00:00,Thursday,04 Jul 2024,03:00,728.23
2024-07-04 04:00:00,Thursday,04 Jul 2024,04:00,320.46
2024-07-04 05:00:00,Thursday,04 Jul 2024,05:00,315.77
2024-07-04 06:00:00,Thursday,04 Jul 2024,06:00,325.74
2024-07-04 07:00:00,Thursday,04 Jul 2024,07:00,369.44
2024-07-04 08:00:00,Thursday,04 Jul 2024,08:00,322.77
2024-07-04 09:00:00,Thursday,04 Jul 2024,09:00,327.85
2024-07-04 10:00:00,Thursday,04 Jul 2024,10:00,349.33
2024-07-04 11:00:00,Thursday,04 Jul 2024,11:00,542.45
2024-07-04 12:00:00,Thursday,04 Jul 2024,12:00,844.45
2024-07-04 13:00:00,Thursday,04 Jul 2024,13:00,747.67
2024-07-04 22:00:00,Thursday,04 Jul 2024,22:00,796.21
2024-07-04 23:00:00,Thursday,04 Jul 2024,23:00,864.15
2024-07-05 00:00:00,Friday,05 Jul 2024,00:00,537.3
2024-07-05 01:00:00,Friday,05 Jul 2024,01:00,352.42
2024-07-05 02:00:00,Friday,05 Jul 2024,02:00,357.92
2024-07-05 03:00:00,Friday,05 Jul 2024,03:00,745.99
2024-07-05 04:00:00,Friday,05 Jul 2024,04:00,353.86
2024-07-05 05:00:00,Friday,05 Jul 2024,05:00,376.55
2024-07-05 06:00:00,Friday,05 Jul 2024,06:00,433.68
2024-07-05 07:00:00,Friday,05 Jul 2024,07:00,751.1
2024-07-05 08:00:00,Friday,05 Jul 2024,08:00,909.49
2024-07-05 11:00:00,Friday,05 Jul 2024,11:00,374.32
2024-07-05 12:00:00,Friday,05 Jul 2024,12:00,748.89
2024-07-05 15:00:00,Friday,05 Jul 2024,15:00,494.98
2024-07-05 16:00:00,Friday,05 Jul 2024,16:00,972.36
2024-07-05 22:00:00,Friday,05 Jul 2024,22:00,851.24
2024-07-05 23:00:00,Friday,05 Jul 2024,23:00,885.37
2024-07-06 00:00:00,Saturday,06 Jul 2024,00:00,887.67
2024-07-06 01:00:00,Saturday,06 Jul 2024,01:00,863.89
2024-07-06 02:00:00,Saturday,06 Jul 2024,02:00,605.47
2024-07-06 04:00:00,Saturday,06 Jul 2024,04:00,587.68
2024-07-06 05:00:00,Saturday,06 Jul 2024,05:00,403.91
2024-07-06 06:00:00,Saturday,06 Jul 2024,06:00,479.04
2024-07-06 07:00:00,Saturday,06 Jul 2024,07:00,708.63
2024-07-06 21:00:00,Saturday,06 Jul 2024,21:00,873.17
2024-07-06 22:00:00,Saturday,06 Jul 2024,22:00,934.74
2024-07-06 23:00:00,Saturday,06 Jul 2024,23:00,829.59
2024-07-07 00:00:00,Sunday,07 Jul 2024,00:00,753.71
2024-07-07 01:00:00,Sunday,07 Jul 2024,01:00,782.84
2024-07-07 02:00:00,Sunday,07 Jul 2024,02:00,526.68
2024-07-07 03:00:00,Sunday,07 Jul 2024,03:00,815.29
2024-07-07 04:00:00,Sunday,07 Jul 2024,04:00,389.65
2024-07-07 05:00:00,Sunday,07 Jul 2024,05:00,318.89
2024-07-07 06:00:00,Sunday,07 Jul 2024,06:00,369.79
2024-07-07 07:00:00,Sunday,07 Jul 2024,07:00,392.5
2024-07-07 08:00:00,Sunday,07 Jul 2024,08:00,781.88
2024-07-07 09:00:00,Sunday,07 Jul 2024,09:00,964.99
2024-07-07 11:00:00,Sunday,07 Jul 2024,11:00,857.19
2024-07-07 12:00:00,Sunday,07 Jul 2024,12:00,827.05
2024-07-07 23:00:00,Sunday,07 Jul 2024,23:00,682.38
2024-07-08 00:00:00,Monday,08 Jul 2024,00:00,594.02
2024-07-08 01:00:00,Monday,08 Jul 2024,01:00,343.35
2024-07-08 02:00:00,Monday,08 Jul 2024,02:00,508.56
2024-07-08 03:00:00,Monday,08 Jul 2024,03:00,792.34
2024-07-08 04:00:00,Monday,08 Jul 2024,04:00,326.22
2024-07-08 05:00:00,Monday,08 Jul 2024,05:00,323.07
2024-07-08 06:00:00,Monday,08 Jul 2024,06:00,375.53
2024-07-08 07:00:00,Monday,08 Jul 2024,07:00,865.0
2024-07-08 21:00:00,Monday,08 Jul 2024,21:00,639.42
2024-07-08 22:00:00,Monday,08 Jul 2024,22:00,653.7
2024-07-09 01:00:00,Tuesday,09 Jul 2024,01:00,575.36
2024-07-09 02:00:00,Tuesday,09 Jul 2024,02:00,407.22
2024-07-09 03:00:00,Tuesday,09 Jul 2024,03:00,783.89
2024-07-09 04:00:00,Tuesday,09 Jul 2024,04:00,351.52
2024-07-09 05:00:00,Tuesday,09 Jul 2024,05:00,327.08
2024-07-09 06:00:00,Tuesday,09 Jul 2024,06:00,798.91
2024-07-10 02:00:00,Wednesday,10 Jul 2024,02:00,967.72
2024-07-10 04:00:00,Wednesday,10 Jul 2024,04:00,869.86
2024-07-10 05:00:00,Wednesday,10 Jul 2024,05:00,901.54
2024-07-10 22:00:00,Wednesday,10 Jul 2024,22:00,874.65
2024-07-10 23:00:00,Wednesday,10 Jul 2024,23:00,563.57
2024-07-11 00:00:00,Thursday,11 Jul 2024,00:00,477.54
2024-07-11 01:00:00,Thursday,11 Jul 2024,01:00,512.92
2024-07-11 02:00:00,Thursday,11 Jul 2024,02:00,536.88
2024-07-11 04:00:00,Thursday,11 Jul 2024,04:00,688.82
2024-07-11 05:00:00,Thursday,11 Jul 2024,05:00,842.44
2024-07-11 23:00:00,Thursday,11 Jul 2024,23:00,670.0
2024-07-12 00:00:00,Friday,12 Jul 2024,00:00,343.57
2024-07-12 01:00:00,Friday,12 Jul 2024,01:00,345.56
2024-07-12 02:00:00,Friday,12 Jul 2024,02:00,337.7
2024-07-12 03:00:00,Friday,12 Jul 2024,03:00,720.63
2024-07-12 04:00:00,Friday,12 Jul 2024,04:00,317.88
2024-07-12 05:00:00,Friday,12 Jul 2024,05:00,314.73
2024-07-12 06:00:00,Friday,12 Jul 2024,06:00,321.52
2024-07-12 07:00:00,Friday,12 Jul 2024,07:00,648.15
2024-07-13 04:00:00,Saturday,13 Jul 2024,04:00,958.77
2024-07-13 05:00:00,Saturday,13 Jul 2024,05:00,792.11
2024-07-13 06:00:00,Saturday,13 Jul 2024,06:00,789.08
2024-07-13 07:00:00,Saturday,13 Jul 2024,07:00,851.48
2024-07-13 11:00:00,Saturday,13 Jul 2024,11:00,939.45
2024-07-13 22:00:00,Saturday,13 Jul 2024,22:00,759.17
2024-07-13 23:00:00,Saturday,13 Jul 2024,23:00,592.01
2024-07-14 02:00:00,Sunday,14 Jul 2024,02:00,326.21
2024-07-14 03:00:00,Sunday,14 Jul 2024,03:00,729.35
2024-07-14 04:00:00,Sunday,14 Jul 2024,04:00,320.32
2024-07-14 05:00:00,Sunday,14 Jul 2024,05:00,316.38
2024-07-14 06:00:00,Sunday,14 Jul 2024,06:00,312.19
2024-07-14 07:00:00,Sunday,14 Jul 2024,07:00,445.24
2024-07-14 08:00:00,Sunday,14 Jul 2024,08:00,987.7
2024-07-14 10:00:00,Sunday,14 Jul 2024,10:00,841.95
2024-07-14 11:00:00,Sunday,14 Jul 2024,11:00,701.91
2024-07-14 12:00:00,Sunday,14 Jul 2024,12:00,547.95
2024-07-14 13:00:00,Sunday,14 Jul 2024,13:00,560.37
2024-07-14 14:00:00,Sunday,14 Jul 2024,14:00,363.99
2024-07-14 15:00:00,Sunday,14 Jul 2024,15:00,490.63
2024-07-14 18:00:00,Sunday,14 Jul 2024,18:00,858.07
2024-07-14 19:00:00,Sunday,14 Jul 2024,19:00,925.59
2024-07-14 20:00:00,Sunday,14 Jul 2024,20:00,427.02
2024-07-14 21:00:00,Sunday,14 Jul 2024,21:00,346.49
2024-07-14 22:00:00,Sunday,14 Jul 2024,22:00,333.79
2024-07-14 23:00:00,Sunday,14 Jul 2024,23:00,334.36
2024-07-15 00:00:00,Monday,15 Jul 2024,00:00,331.98
2024-07-15 01:00:00,Monday,15 Jul 2024,01:00,331.35
2024-07-15 02:00:00,Monday,15 Jul 2024,02:00,346.21
2024-07-15 03:00:00,Monday,15 Jul 2024,03:00,731.93
2024-07-15 04:00:00,Monday,15 Jul 2024,04:00,340.98
2024-07-15 05:00:00,Monday,15 Jul 2024,05:00,325.63
2024-07-15 06:00:00,Monday,15 Jul 2024,06:00,446.06
2024-07-15 07:00:00,Monday,15 Jul 2024,07:00,799.64
2024-07-16 05:00:00,Tuesday,16 Jul 2024,05:00,945.0
2024-07-16 22:00:00,Tuesday,16 Jul 2024,22:00,884.88
2024-07-16 23:00:00,Tuesday,16 Jul 2024,23:00,815.84
2024-07-17 00:00:00,Wednesday,17 Jul 2024,00:00,725.7
2024-07-17 01:00:00,Wednesday,17 Jul 2024,01:00,872.38
2024-07-17 02:00:00,Wednesday,17 Jul 2024,02:00,692.99
2024-07-17 03:00:00,Wednesday,17 Jul 2024,03:00,962.58
2024-07-17 04:00:00,Wednesday,17 Jul 2024,04:00,396.44
2024-07-17 05:00:00,Wednesday,17 Jul 2024,05:00,336.62
2024-07-17 06:00:00,Wednesday,17 Jul 2024,06:00,776.66
2024-07-18 19:00:00,Thursday,18 Jul 2024,19:00,815.29
2024-07-18 20:00:00,Thursday,18 Jul 2024,20:00,410.01
2024-07-18 21:00:00,Thursday,18 Jul 2024,21:00,507.59
2024-07-18 22:00:00,Thursday,18 Jul 2024,22:00,364.17
2024-07-18 23:00:00,Thursday,18 Jul 2024,23:00,325.63
2024-07-19 00:00:00,Friday,19 Jul 2024,00:00,248.25
2024-07-19 01:00:00,Friday,19 Jul 2024,01:00,244.9
2024-07-19 02:00:00,Friday,19 Jul 2024,02:00,326.53
2024-07-19 03:00:00,Friday,19 Jul 2024,03:00,215.27
2024-07-19 04:00:00,Friday,19 Jul 2024,04:00,0.0
2024-07-19 05:00:00,Friday,19 Jul 2024,05:00,0.0
2024-07-19 06:00:00,Friday,19 Jul 2024,06:00,0.0
2024-07-19 07:00:00,Friday,19 Jul 2024,07:00,0.0
2024-07-19 08:00:00,Friday,19 Jul 2024,08:00,0.0
2024-07-19 09:00:00,Friday,19 Jul 2024,09:00,0.0
2024-07-19 10:00:00,Friday,19 Jul 2024,10:00,0.0
2024-07-19 11:00:00,Friday,19 Jul 2024,11:00,0.0
2024-07-19 12:00:00,Friday,19 Jul 2024,12:00,0.0
2024-07-19 13:00:00,Friday,19 Jul 2024,13:00,0.0
2024-07-19 14:00:00,Friday,19 Jul 2024,14:00,0.0
2024-07-19 15:00:00,Friday,19 Jul 2024,15:00,0.0
2024-07-19 16:00:00,Friday,19 Jul 2024,16:00,0.0
2024-07-19 17:00:00,Friday,19 Jul 2024,17:00,0.0
2024-07-19 18:00:00,Friday,19 Jul 2024,18:00,0.0
2024-07-19 19:00:00,Friday,19 Jul 2024,19:00,0.0
2024-07-19 20:00:00,Friday,19 Jul 2024,20:00,0.0
2024-07-19 21:00:00,Friday,19 Jul 2024,21:00,0.0
2024-07-19 22:00:00,Friday,19 Jul 2024,22:00,0.0
2024-07-19 23:00:00,Friday,19 Jul 2024,23:00,0.0
2024-07-20 00:00:00,Saturday,20 Jul 2024,00:00,0.0
2024-07-20 01:00:00,Saturday,20 Jul 2024,01:00,0.0
2024-07-20 02:00:00,Saturday,20 Jul 2024,02:00,0.0
2024-07-20 03:00:00,Saturday,20 Jul 2024,03:00,0.0
2024-07-20 04:00:00,Saturday,20 Jul 2024,04:00,0.0
2024-07-20 05:00:00,Saturday,20 Jul 2024,05:00,0.0
2024-07-20 06:00:00,Saturday,20 Jul 2024,06:00,0.0
2024-07-20 07:00:00,Saturday,20 Jul 2024,07:00,0.0
2024-07-20 08:00:00,Saturday,20 Jul 2024,08:00,0.0
2024-07-20 09:00:00,Saturday,20 Jul 2024,09:00,0.0
2024-07-20 10:00:00,Saturday,20 Jul 2024,10:00,0.0
2024-07-20 11:00:00,Saturday,20 Jul 2024,11:00,0.0
2024-07-20 12:00:00,Saturday,20 Jul 2024,12:00,0.0
2024-07-20 13:00:00,Saturday,20 Jul 2024,13:00,0.0
2024-07-20 14:00:00,Saturday,20 Jul 2024,14:00,0.0
2024-07-20 15:00:00,Saturday,20 Jul 2024,15:00,0.0
2024-07-20 16:00:00,Saturday,20 Jul 2024,16:00,0.0
2024-07-20 17:00:00,Saturday,20 Jul 2024,17:00,0.0
2024-07-20 18:00:00,Saturday,20 Jul 2024,18:00,0.0
2024-07-20 19:00:00,Saturday,20 Jul 2024,19:00,0.0
2024-07-20 20:00:00,Saturday,20 Jul 2024,20:00,0.0
2024-07-20 21:00:00,Saturday,20 Jul 2024,21:00,0.0
2024-07-20 22:00:00,Saturday,20 Jul 2024,22:00,0.0
2024-07-20 23:00:00,Saturday,20 Jul 2024,23:00,0.0
2024-07-21 00:00:00,Sunday,21 Jul 2024,00:00,0.0
2024-07-21 01:00:00,Sunday,21 Jul 2024,01:00,0.0
2024-07-21 02:00:00,Sunday,21 Jul 2024,02:00,0.0
2024-07-21 03:00:00,Sunday,21 Jul 2024,03:00,0.0
2024-07-21 04:00:00,Sunday,21 Jul 2024,04:00,0.0
2024-07-21 05:00:00,Sunday,21 Jul 2024,05:00,0.0
2024-07-21 06:00:00,Sunday,21 Jul 2024,06:00,0.0
2024-07-21 07:00:00,Sunday,21 Jul 2024,07:00,0.0
2024-07-21 08:00:00,Sunday,21 Jul 2024,08:00,0.0
2024-07-21 09:00:00,Sunday,21 Jul 2024,09:00,0.0
2024-07-21 10:00:00,Sunday,21 Jul 2024,10:00,0.0
2024-07-21 11:00:00,Sunday,21 Jul 2024,11:00,0.0
2024-07-21 12:00:00,Sunday,21 Jul 2024,12:00,0.0
2024-07-21 13:00:00,Sunday,21 Jul 2024,13:00,0.0
2024-07-21 14:00:00,Sunday,21 Jul 2024,14:00,0.0
2024-07-21 15:00:00,Sunday,21 Jul 2024,15:00,0.0
2024-07-21 16:00:00,Sunday,21 Jul 2024,16:00,0.0
2024-07-21 17:00:00,Sunday,21 Jul 2024,17:00,0.0
2024-07-21 18:00:00,Sunday,21 Jul 2024,18:00,0.0
2024-07-21 19:00:00,Sunday,21 Jul 2024,19:00,0.0
2024-07-21 20:00:00,Sunday,21 Jul 2024,20:00,0.0
2024-07-21 21:00:00,Sunday,21 Jul 2024,21:00,0.0
2024-07-21 22:00:00,Sunday,21 Jul 2024,22:00,0.0
2024-07-21 23:00:00,Sunday,21 Jul 2024,23:00,0.0
2024-07-22 00:00:00,Monday,22 Jul 2024,00:00,0.0
2024-07-22 01:00:00,Monday,22 Jul 2024,01:00,0.0
2024-07-22 02:00:00,Monday,22 Jul 2024,02:00,0.0
2024-07-22 03:00:00,Monday,22 Jul 2024,03:00,0.0
2024-07-22 04:00:00,Monday,22 Jul 2024,04:00,0.0
2024-07-22 05:00:00,Monday,22 Jul 2024,05:00,0.0
2024-07-22 06:00:00,Monday,22 Jul 2024,06:00,0.0
2024-07-22 07:00:00,Monday,22 Jul 2024,07:00,0.0
2024-07-22 08:00:00,Monday,22 Jul 2024,08:00,0.0
2024-07-22 09:00:00,Monday,22 Jul 2024,09:00,0.0
2024-07-22 10:00:00,Monday,22 Jul 2024,10:00,0.0
2024-07-22 11:00:00,Monday,22 Jul 2024,11:00,0.0
2024-07-22 12:00:00,Monday,22 Jul 2024,12:00,0.0
2024-07-22 13:00:00,Monday,22 Jul 2024,13:00,0.0
2024-07-22 14:00:00,Monday,22 Jul 2024,14:00,0.0
2024-07-22 15:00:00,Monday,22 Jul 2024,15:00,0.0
2024-07-22 16:00:00,Monday,22 Jul 2024,16:00,0.0
2024-07-22 17:00:00,Monday,22 Jul 2024,17:00,0.0
2024-07-22 18:00:00,Monday,22 Jul 2024,18:00,0.0
2024-07-22 19:00:00,Monday,22 Jul 2024,19:00,0.0
2024-07-22 20:00:00,Monday,22 Jul 2024,20:00,0.0
2024-07-22 21:00:00,Monday,22 Jul 2024,21:00,0.0
2024-07-22 22:00:00,Monday,22 Jul 2024,22:00,0.0
2024-07-22 23:00:00,Monday,22 Jul 2024,23:00,0.0
2024-07-23 00:00:00,Tuesday,23 Jul 2024,00:00,0.0
2024-07-23 01:00:00,Tuesday,23 Jul 2024,01:00,0.0
2024-07-23 02:00:00,Tuesday,23 Jul 2024,02:00,0.0
2024-07-23 03:00:00,Tuesday,23 Jul 2024,03:00,0.0
2024-07-23 04:00:00,Tuesday,23 Jul 2024,04:00,0.0
2024-07-23 05:00:00,Tuesday,23 Jul 2024,05:00,0.0
2024-07-23 06:00:00,Tuesday,23 Jul 2024,06:00,0.0
2024-07-23 07:00:00,Tuesday,23 Jul 2024,07:00,0.0
2024-07-23 08:00:00,Tuesday,23 Jul 2024,08:00,0.0
2024-07-23 09:00:00,Tuesday,23 Jul 2024,09:00,0.0
2024-07-23 10:00:00,Tuesday,23 Jul 2024,10:00,223.28
2024-07-23 13:00:00,Tuesday,23 Jul 2024,13:00,922.42
2024-07-23 14:00:00,Tuesday,23 Jul 2024,14:00,799.18
2024-07-23 15:00:00,Tuesday,23 Jul 2024,15:00,774.77
2024-07-23 17:00:00,Tuesday,23 Jul 2024,17:00,570.51
2024-07-23 18:00:00,Tuesday,23 Jul 2024,18:00,312.86
2024-07-23 19:00:00,Tuesday,23 Jul 2024,19:00,315.2
2024-07-23 20:00:00,Tuesday,23 Jul 2024,20:00,405.31
2024-07-23 21:00:00,Tuesday,23 Jul 2024,21:00,327.49
2024-07-23 22:00:00,Tuesday,23 Jul 2024,22:00,322.27
2024-07-23 23:00:00,Tuesday,23 Jul 2024,23:00,320.25
2024-07-24 00:00:00,Wednesday,24 Jul 2024,00:00,322.66
2024-07-24 01:00:00,Wednesday,24 Jul 2024,01:00,316.31
2024-07-24 02:00:00,Wednesday,24 Jul 2024,02:00,322.76
2024-07-24 03:00:00,Wednesday,24 Jul 2024,03:00,741.48
2024-07-24 04:00:00,Wednesday,24 Jul 2024,04:00,321.96
2024-07-24 05:00:00,Wednesday,24 Jul 2024,05:00,317.9
2024-07-24 06:00:00,Wednesday,24 Jul 2024,06:00,333.49
2024-07-24 07:00:00,Wednesday,24 Jul 2024,07:00,546.29
2024-07-24 08:00:00,Wednesday,24 Jul 2024,08:00,542.83
2024-07-24 09:00:00,Wednesday,24 Jul 2024,09:00,819.05
2024-07-24 10:00:00,Wednesday,24 Jul 2024,10:00,610.17
2024-07-24 11:00:00,Wednesday,24 Jul 2024,11:00,776.66
2024-07-24 12:00:00,Wednesday,24 Jul 2024,12:00,571.14
2024-07-24 13:00:00,Wednesday,24 Jul 2024,13:00,338.25
2024-07-24 14:00:00,Wednesday,24 Jul 2024,14:00,411.96
2024-07-24 15:00:00,Wednesday,24 Jul 2024,15:00,451.96
2024-07-24 16:00:00,Wednesday,24 Jul 2024,16:00,609.67
2024-07-24 17:00:00,Wednesday,24 Jul 2024,17:00,334.75
2024-07-24 18:00:00,Wednesday,24 Jul 2024,18:00,320.6
2024-07-24 19:00:00,Wednesday,24 Jul 2024,19:00,323.74
2024-07-24 20:00:00,Wednesday,24 Jul 2024,20:00,327.47
2024-07-24 21:00:00,Wednesday,24 Jul 2024,21:00,329.34
2024-07-24 22:00:00,Wednesday,24 Jul 2024,22:00,326.34
2024-07-24 23:00:00,Wednesday,24 Jul 2024,23:00,320.58
2024-07-25 00:00:00,Thursday,25 Jul 2024,00:00,321.45
2024-07-25 01:00:00,Thursday,25 Jul 2024,01:00,320.76
2024-07-25 02:00:00,Thursday,25 Jul 2024,02:00,326.66
2024-07-25 03:00:00,Thursday,25 Jul 2024,03:00,727.7
2024-07-25 04:00:00,Thursday,25 Jul 2024,04:00,321.14
2024-07-25 05:00:00,Thursday,25 Jul 2024,05:00,320.6
2024-07-25 06:00:00,Thursday,25 Jul 2024,06:00,317.72
2024-07-25 07:00:00,Thursday,25 Jul 2024,07:00,413.31
2024-07-25 08:00:00,Thursday,25 Jul 2024,08:00,675.07
2024-07-25 09:00:00,Thursday,25 Jul 2024,09:00,999.83
2024-07-25 18:00:00,Thursday,25 Jul 2024,18:00,600.41
2024-07-25 19:00:00,Thursday,25 Jul 2024,19:00,383.42
2024-07-25 20:00:00,Thursday,25 Jul 2024,20:00,314.45
2024-07-25 21:00:00,Thursday,25 Jul 2024,21:00,321.56
2024-07-25 22:00:00,Thursday,25 Jul 2024,22:00,318.06
2024-07-25 23:00:00,Thursday,25 Jul 2024,23:00,323.34
2024-07-26 00:00:00,Friday,26 Jul 2024,00:00,315.87
2024-07-26 01:00:00,Friday,26 Jul 2024,01:00,320.58
2024-07-26 02:00:00,Friday,26 Jul 2024,02:00,325.18
2024-07-26 03:00:00,Friday,26 Jul 2024,03:00,730.48
2024-07-26 04:00:00,Friday,26 Jul 2024,04:00,322.19
2024-07-26 05:00:00,Friday,26 Jul 2024,05:00,321.31
2024-07-26 06:00:00,Friday,26 Jul 2024,06:00,322.3
2024-07-26 07:00:00,Friday,26 Jul 2024,07:00,360.67
2024-07-26 08:00:00,Friday,26 Jul 2024,08:00,369.21
2024-07-26 09:00:00,Friday,26 Jul 2024,09:00,346.59
2024-07-26 10:00:00,Friday,26 Jul 2024,10:00,475.93
2024-07-26 11:00:00,Friday,26 Jul 2024,11:00,735.36
2024-07-26 12:00:00,Friday,26 Jul 2024,12:00,962.18
2024-07-26 13:00:00,Friday,26 Jul 2024,13:00,634.58
